Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Anime', 'Items - Apparatus')",88,186,0.001379,0.002914,3.1e-05,0.004293
"('For female characters', 'Clothing')",1825,1016,0.028591,0.015917,0.006517,0.044507
"('Scripted Events', 'Humor, Joke or Just for Fun')",562,256,0.008804,0.004011,0.00036,0.012815
"('Gameplay Effects/Changes', 'Shivering Isles')",1345,708,0.021071,0.011092,0.001614,0.032163
"('Lore-Friendly', 'Japanese')",1738,167,0.027228,0.002616,0.000392,0.029844
"('Birthsigns', 'NPCs')",67,1098,0.00105,0.017201,0.000172,0.018251
"('Races - Modified', 'Armor - Shields')",253,780,0.003964,0.01222,0.000282,0.016183
"('Face models', 'Unrealistic')",258,81,0.004042,0.001269,4.7e-05,0.005311
"('Compilation', 'Weapons')",192,1765,0.003008,0.027651,0.00083,0.030659
"('French', 'NPC Trainers')",170,173,0.002663,0.00271,0.000141,0.005373
"('Items - Furniture', 'OBMM (Oblivion Mod Manager)')",322,116,0.005044,0.001817,0.000125,0.006862
"('Spanish', 'User Interface')",93,226,0.001457,0.003541,3.1e-05,0.004997
"('New models', 'Scripted Events')",1961,562,0.030721,0.008804,0.002303,0.039526
"('Cheating', 'Robert Female Bodybase')",396,129,0.006204,0.002021,1.6e-05,0.008225
"('English', 'NPC Trainers')",6911,173,0.108269,0.00271,0.002193,0.110979
"('Audio - Voices', 'OBMM (Oblivion Mod Manager)')",157,116,0.00246,0.001817,6.3e-05,0.004277
"('Armor - Shields', 'Creatures')",780,461,0.01222,0.007222,0.001316,0.019442
"('Armor - Shields', 'Books')",780,430,0.01222,0.006736,0.00188,0.018956
"('Sexy/Skimpy', 'Magic - Potions')",267,230,0.004183,0.003603,6.3e-05,0.007786
"('Poses', 'Not Safe For Work')",49,35,0.000768,0.000548,1.6e-05,0.001316
"('Locations - World Map', 'NPC Trainers')",522,173,0.008178,0.00271,0.000893,0.010888
"('Guilds / Factions', 'Shivering Isles')",247,708,0.00387,0.011092,0.000533,0.014961
"('New textures', 'User Interface')",2621,226,0.041061,0.003541,0.000877,0.044601
"('Quests', 'Czech')",636,8,0.009964,0.000125,1.6e-05,0.010089
"('BAB Bodybase', 'Animation - Modified')",72,148,0.001128,0.002319,4.7e-05,0.003447
"('TFF/UFF Bodybase', 'Leveled Lists')",156,150,0.002444,0.00235,1.6e-05,0.004794
"('Not Safe For Work', 'OBSE (Oblivion Script Extender)')",35,819,0.000548,0.012831,6.3e-05,0.013379
"('NPC Vendors', 'User Interface')",546,226,0.008554,0.003541,1.6e-05,0.012094
"('New models', 'Lore-Friendly')",1961,1738,0.030721,0.027228,0.005828,0.057949
"('Hair', 'Shivering Isles')",178,708,0.002789,0.011092,0.000313,0.01388
"('Audio - Voices', ""Modder's Resource"")",157,1338,0.00246,0.020961,0.000219,0.023421
"('Birthsigns', 'Clothing')",67,1016,0.00105,0.015917,0.000188,0.016966
"('Classes component', 'Clothing')",117,1016,0.001833,0.015917,0.000423,0.01775
"('New models', 'Czech')",1961,8,0.030721,0.000125,1.6e-05,0.030847
"('Environment - Other', 'Weapons')",346,1765,0.00542,0.027651,0.00058,0.033071
"('French', 'Russian')",170,228,0.002663,0.003572,0.000815,0.006235
"('French', 'OBSE (Oblivion Script Extender)')",170,819,0.002663,0.012831,0.000439,0.015494
"('Creatures - Rideable', 'Items - Furniture')",148,322,0.002319,0.005044,0.000313,0.007363
"('Guilds / Factions', 'Russian')",247,228,0.00387,0.003572,0.00011,0.007441
"('Animation - New', 'Translation')",206,32,0.003227,0.000501,1.6e-05,0.003729
"('Related to horses', 'Nudity')",194,225,0.003039,0.003525,4.7e-05,0.006564
"('Environment - Sky', 'Plants / Foliage')",105,226,0.001645,0.003541,0.000219,0.005185
"('Unbalanced', 'Locations - Dungeons')",69,477,0.001081,0.007473,7.8e-05,0.008554
"('New models', 'Locations - Player-Owned')",1961,1130,0.030721,0.017703,0.00293,0.048424
"('Creatures', 'Utilities for Players')",461,368,0.007222,0.005765,0.000172,0.012987
"('Related to horses', 'Environment - Other')",194,346,0.003039,0.00542,9.4e-05,0.00846
"('Unbalanced', 'Clothing - Male')",69,226,0.001081,0.003541,0.00011,0.004622
"('Related to vampires', 'Guilds / Factions')",250,247,0.003917,0.00387,0.000298,0.007786
"('OBSE (Oblivion Script Extender)', 'User Interface')",819,226,0.012831,0.003541,0.000705,0.016371
"('Chargen', 'Fair and balanced')",108,449,0.001692,0.007034,0.000282,0.008726
"('Environment - Sky', 'German')",105,396,0.001645,0.006204,0.000172,0.007849
"('Replacer', 'Cheating')",898,396,0.014068,0.006204,0.00011,0.020272
"('Poses', 'Items - Leveled')",49,166,0.000768,0.002601,1.6e-05,0.003368
"('Robert Male Bodybase', 'Environment - Weather')",223,101,0.003494,0.001582,4.7e-05,0.005076
"('Scripted Events', 'Locations - Dungeons')",562,477,0.008804,0.007473,0.002021,0.016277
"('Lighting', 'Magic - Potions')",159,230,0.002491,0.003603,0.000266,0.006094
"('Italian', 'Japanese')",81,167,0.001269,0.002616,0.000627,0.003885
"('Anime', 'Spanish')",88,93,0.001379,0.001457,1.6e-05,0.002836
"('Magic - Potions', 'OBSE (Oblivion Script Extender)')",230,819,0.003603,0.012831,0.000439,0.016434
"('Saved games', 'Translation')",481,32,0.007535,0.000501,1.6e-05,0.008037
"('Scripted Events', 'Locations - World Map')",562,522,0.008804,0.008178,0.001551,0.016982
"('Environment - Other', 'NPC Vendors')",346,546,0.00542,0.008554,0.000517,0.013974
"('Races - Modified', 'Items - Ingredients')",253,319,0.003964,0.004997,0.000219,0.008961
"('Guilds / Factions', 'Tutorials for Modders')",247,95,0.00387,0.001488,9.4e-05,0.005358
"('For female characters', 'Tutorials for Modders')",1825,95,0.028591,0.001488,9.4e-05,0.030079
"('Related to horses', 'Quests')",194,636,0.003039,0.009964,0.000298,0.013003
"('For male characters', 'French')",1242,170,0.019457,0.002663,0.000501,0.022121
"('Books', 'User Interface')",430,226,0.006736,0.003541,7.8e-05,0.010277
"('Official', 'Quests')",43,636,0.000674,0.009964,4.7e-05,0.010637
"('Companion Friendly', 'Lore-Friendly')",368,1738,0.005765,0.027228,0.002804,0.032993
"('Items - Apparatus', 'Locations - Dungeons')",186,477,0.002914,0.007473,0.000611,0.010387
"('New models', 'Races - New')",1961,515,0.030721,0.008068,0.001269,0.038789
"('Animation - Modified', 'Japanese')",148,167,0.002319,0.002616,9.4e-05,0.004935
"('Replacer', 'Tutorials for Players')",898,40,0.014068,0.000627,6.3e-05,0.014695
"('Not Lore-Friendly', 'Translation')",262,32,0.004105,0.000501,1.6e-05,0.004606
"('Animation - New', 'Locations - Dungeons')",206,477,0.003227,0.007473,0.000251,0.0107
"('Audio - Music', 'Spanish')",203,93,0.00318,0.001457,3.1e-05,0.004637
"('Scripted Events', 'Japanese')",562,167,0.008804,0.002616,0.000188,0.011421
"('Face models', 'Locations - Player-Owned')",258,1130,0.004042,0.017703,0.00011,0.021745
"('Audio - Music', 'Sexy/Skimpy')",203,267,0.00318,0.004183,1.6e-05,0.007363
"('Compilation', 'Unrealistic')",192,81,0.003008,0.001269,3.1e-05,0.004277
"('Japanese', 'OBMM (Oblivion Mod Manager)')",167,116,0.002616,0.001817,9.4e-05,0.004434
"('Replacer', 'Fair and balanced')",898,449,0.014068,0.007034,0.000595,0.021102
"('Companion Friendly', 'New models')",368,1961,0.005765,0.030721,0.001065,0.036486
"('Lore-Friendly', 'Spanish')",1738,93,0.027228,0.001457,0.000329,0.028685
"('Nudity', 'NPCs')",225,1098,0.003525,0.017201,0.000329,0.020726
"('Cheating', 'Body models')",396,144,0.006204,0.002256,1.6e-05,0.00846
"('Chargen', 'BAB Bodybase')",108,72,0.001692,0.001128,4.7e-05,0.00282
"('French', 'Items - Furniture')",170,322,0.002663,0.005044,0.000125,0.007708
"('Locations - Dungeons', 'NPC Vendors')",477,546,0.007473,0.008554,0.001692,0.016026
"('New models', 'Weapons')",1961,1765,0.030721,0.027651,0.011217,0.058372
"('Items - Clutter', 'NPC Trainers')",621,173,0.009729,0.00271,0.000799,0.012439
"('BAB Bodybase', 'Unrealistic')",72,81,0.001128,0.001269,1.6e-05,0.002397
"('Animation - Modified', 'OBSE (Oblivion Script Extender)')",148,819,0.002319,0.012831,0.000392,0.015149
"('Related to horses', 'Not Safe For Work')",194,35,0.003039,0.000548,1.6e-05,0.003588
"('Related to horses', 'Shivering Isles')",194,708,0.003039,0.011092,0.000141,0.014131
"('Animation - Modified', 'German')",148,396,0.002319,0.006204,0.00011,0.008522
"('Spanish', 'Items - Leveled')",93,166,0.001457,0.002601,7.8e-05,0.004058
"('Lore-Friendly', 'NPCs')",1738,1098,0.027228,0.017201,0.006282,0.044429
"('Poses', 'Magic - Potions')",49,230,0.000768,0.003603,1.6e-05,0.004371
"('Companion Friendly', 'NPC Vendors')",368,546,0.005765,0.008554,0.000862,0.014319
"('Guilds / Factions', 'Items - Leveled')",247,166,0.00387,0.002601,0.000282,0.00647
"('Nudity', 'Plants / Foliage')",225,226,0.003525,0.003541,4.7e-05,0.007065
"('Saved games', 'Shivering Isles')",481,708,0.007535,0.011092,0.000235,0.018627
"('Companion Friendly', 'English')",368,6911,0.005765,0.108269,0.004308,0.114034
"('Weapons', 'Utilities for Players')",1765,368,0.027651,0.005765,0.00058,0.033416
"('Related to horses', 'Lighting')",194,159,0.003039,0.002491,4.7e-05,0.00553
"('EC/HGEC Bodybase', 'Plants / Foliage')",878,226,0.013755,0.003541,7.8e-05,0.017295
"('New textures', 'Non-Playable Resource')",2621,237,0.041061,0.003713,0.001379,0.044774
"('Performance Optimization', 'Hair')",162,178,0.002538,0.002789,6.3e-05,0.005326
"('Locations - World Map', 'Tutorials for Players')",522,40,0.008178,0.000627,4.7e-05,0.008804
"('Poses', 'Armor - Shields')",49,780,0.000768,0.01222,3.1e-05,0.012987
"('For male characters', 'New models')",1242,1961,0.019457,0.030721,0.006266,0.050179
"('Body models', 'Lore-Friendly')",144,1738,0.002256,0.027228,0.000376,0.029484
"('Animation - New', 'Utilities for Modders')",206,236,0.003227,0.003697,0.00011,0.006924
"('Unbalanced', 'Items - Leveled')",69,166,0.001081,0.002601,4.7e-05,0.003682
"('Compilation', 'Video')",192,128,0.003008,0.002005,0.000188,0.005013
"('Face models', 'Lighting')",258,159,0.004042,0.002491,0.000125,0.006533
"('Companions', 'Face models')",705,258,0.011045,0.004042,0.000548,0.015086
"('Sexy/Skimpy', 'Unrealistic')",267,81,0.004183,0.001269,0.000674,0.005452
"('TFF/UFF Bodybase', 'Humor, Joke or Just for Fun')",156,256,0.002444,0.004011,1.6e-05,0.006454
"('Gameplay Effects/Changes', 'Animation - Modified')",1345,148,0.021071,0.002319,0.000752,0.02339
"('Items - Clutter', 'Tutorials for Players')",621,40,0.009729,0.000627,3.1e-05,0.010355
"('BAB Bodybase', 'Locations - Caverns')",72,284,0.001128,0.004449,1.6e-05,0.005577
"('Related to Movies/TV/Other Games', 'Cheating')",478,396,0.007488,0.006204,0.000141,0.013692
"('English', 'Items - Leveled')",6911,166,0.108269,0.002601,0.001943,0.110869
"('Robert Male Bodybase', 'Shivering Isles')",223,708,0.003494,0.011092,0.000486,0.014585
"('Spanish', 'Magic - Potions')",93,230,0.001457,0.003603,4.7e-05,0.00506
"('Scripted Events', 'Items - Leveled')",562,166,0.008804,0.002601,0.00058,0.011405
"('Polish', 'User Interface')",53,226,0.00083,0.003541,6.3e-05,0.004371
"('Classes component', 'Creatures - Rideable')",117,148,0.001833,0.002319,9.4e-05,0.004152
"('Chargen', 'New Lands')",108,325,0.001692,0.005091,4.7e-05,0.006783
"('Locations - Player-Owned', 'NPC Trainers')",1130,173,0.017703,0.00271,0.001269,0.020413
"('Environment - Other', 'Locations - World Map')",346,522,0.00542,0.008178,0.001379,0.013598
"('Companions', 'NPCs')",705,1098,0.011045,0.017201,0.003321,0.028246
"('New Lands', 'New models')",325,1961,0.005091,0.030721,0.001927,0.035813
"('Environment - Weather', 'French')",101,170,0.001582,0.002663,0.000172,0.004246
"('Creatures', 'Plants / Foliage')",461,226,0.007222,0.003541,0.000768,0.010763
"('Anime', 'Creatures')",88,461,0.001379,0.007222,1.6e-05,0.008601
"('New textures', 'Italian')",2621,81,0.041061,0.001269,0.000266,0.04233
"('English', 'Non-Playable Resource')",6911,237,0.108269,0.003713,0.001739,0.111981
"('Audio - Music', 'Magic - Spells')",203,614,0.00318,0.009619,0.000329,0.012799
"('Tutorials for Players', 'User Interface')",40,226,0.000627,0.003541,0.00011,0.004167
"('Spanish', 'Magic - Spells')",93,614,0.001457,0.009619,7.8e-05,0.011076
"('Birthsigns', 'Items - Apparatus')",67,186,0.00105,0.002914,7.8e-05,0.003964
"('Related to vampires', 'Robert Female Bodybase')",250,129,0.003917,0.002021,6.3e-05,0.005937
"('Races - New', 'Anime')",515,88,0.008068,0.001379,9.4e-05,0.009447
"('Animation - New', 'Video')",206,128,0.003227,0.002005,0.000188,0.005232
"('BAB Bodybase', 'German')",72,396,0.001128,0.006204,3.1e-05,0.007332
"('Audio - Music', 'Translation')",203,32,0.00318,0.000501,1.6e-05,0.003682
"('Environment - Other', 'English')",346,6911,0.00542,0.108269,0.003055,0.113689
"('Companion Friendly', 'Performance Optimization')",368,162,0.005765,0.002538,6.3e-05,0.008303
"('EC/HGEC Bodybase', 'Guilds / Factions')",878,247,0.013755,0.00387,0.000125,0.017624
"('Lore-Friendly', 'Items - Ingredients')",1738,319,0.027228,0.004997,0.00152,0.032225
"('Shivering Isles', 'Utilities for Players')",708,368,0.011092,0.005765,0.000548,0.016857
"('Replacer', 'Russian')",898,228,0.014068,0.003572,0.000298,0.01764
"('Classes component', 'Locations - Caverns')",117,284,0.001833,0.004449,0.000125,0.006282
"('Clothing', 'Magic - Enchantments')",1016,358,0.015917,0.005608,0.001723,0.021525
"('Environment - Other', 'Locations - Player-Owned')",346,1130,0.00542,0.017703,0.000783,0.023123
"('Translation', 'Books')",32,430,0.000501,0.006736,1.6e-05,0.007238
"('Clothing', 'User Interface')",1016,226,0.015917,0.003541,3.1e-05,0.019457
"('Body models', 'Tutorials for Modders')",144,95,0.002256,0.001488,4.7e-05,0.003744
"('Lighting', 'Humor, Joke or Just for Fun')",159,256,0.002491,0.004011,7.8e-05,0.006501
"('Tutorials for Modders', 'Utilities for Modders')",95,236,0.001488,0.003697,0.000454,0.005185
"('Birthsigns', 'Japanese')",67,167,0.00105,0.002616,3.1e-05,0.003666
"('Face models', 'Shivering Isles')",258,708,0.004042,0.011092,0.000345,0.015133
"('Video', 'Items - Ingredients')",128,319,0.002005,0.004997,0.000125,0.007003
"('For male characters', 'Items - Ingredients')",1242,319,0.019457,0.004997,0.001347,0.024455
"('Cheating', 'COBL (Common Oblivion)')",396,118,0.006204,0.001849,1.6e-05,0.008052
"('Robert Male Bodybase', 'Humor, Joke or Just for Fun')",223,256,0.003494,0.004011,6.3e-05,0.007504
"('Performance Optimization', 'NPC Vendors')",162,546,0.002538,0.008554,0.000172,0.011092
"('Sexy/Skimpy', 'Russian')",267,228,0.004183,0.003572,3.1e-05,0.007755
"('Japanese', 'Books')",167,430,0.002616,0.006736,0.00011,0.009353
"('Related to Movies/TV/Other Games', 'Locations - Dungeons')",478,477,0.007488,0.007473,0.000642,0.014961
"('Compilation', 'English')",192,6911,0.003008,0.108269,0.002334,0.111276
"('Anime', 'Clothing - Female')",88,452,0.001379,0.007081,0.000266,0.00846
"('For male characters', 'Performance Optimization')",1242,162,0.019457,0.002538,0.000345,0.021995
"('For male characters', 'TFF/UFF Bodybase')",1242,156,0.019457,0.002444,0.00058,0.021901
"('Clothing', 'Items - Furniture')",1016,322,0.015917,0.005044,0.001097,0.020961
"('Cheating', 'Items - Leveled')",396,166,0.006204,0.002601,0.000172,0.008804
"('New textures', 'Video')",2621,128,0.041061,0.002005,0.000298,0.043066
"('Quests', 'Magic - Spells')",636,614,0.009964,0.009619,0.00141,0.019583
"('Leveled Lists', 'Creatures - Rideable')",150,148,0.00235,0.002319,9.4e-05,0.004669
"('Audio - Music', 'Magic - Enchantments')",203,358,0.00318,0.005608,0.000266,0.008789
"('Replacer', 'NPC Vendors')",898,546,0.014068,0.008554,0.000172,0.022622
"('Races - Modified', 'Polish')",253,53,0.003964,0.00083,1.6e-05,0.004794
"('Robert Male Bodybase', 'Races - Modified')",223,253,0.003494,0.003964,0.000329,0.007457
"('Environment - Sky', 'Creatures')",105,461,0.001645,0.007222,0.000282,0.008867
"('New models', 'Locations - World Map')",1961,522,0.030721,0.008178,0.002507,0.038899
"('Magic - Potions', 'NPCs')",230,1098,0.003603,0.017201,0.001316,0.020805
"('Body models', 'Not Lore-Friendly')",144,262,0.002256,0.004105,9.4e-05,0.00636
"('Related to horses', 'Humor, Joke or Just for Fun')",194,256,0.003039,0.004011,0.000251,0.00705
"('Hair', 'Lore-Friendly')",178,1738,0.002789,0.027228,0.000423,0.030016
"('Fair and balanced', 'Czech')",449,8,0.007034,0.000125,3.1e-05,0.007159
"('German', 'Creatures - Rideable')",396,148,0.006204,0.002319,0.000125,0.008522
"('Animation - Modified', 'Tutorials for Modders')",148,95,0.002319,0.001488,3.1e-05,0.003807
"('Locations - Dungeons', 'OBSE (Oblivion Script Extender)')",477,819,0.007473,0.012831,0.000846,0.020303
"('Companions', 'Replacer')",705,898,0.011045,0.014068,0.000125,0.025113
"('Robert Male Bodybase', 'Animation - New')",223,206,0.003494,0.003227,7.8e-05,0.006721
"('Italian', 'Creatures - Rideable')",81,148,0.001269,0.002319,4.7e-05,0.003588
"('NPCs', 'Utilities for Players')",1098,368,0.017201,0.005765,0.000345,0.022967
"('Animation - New', 'Unrealistic')",206,81,0.003227,0.001269,1.6e-05,0.004496
"('Clothing - Female', 'Items - Furniture')",452,322,0.007081,0.005044,0.000423,0.012126
"('NPC Trainers', 'OBSE (Oblivion Script Extender)')",173,819,0.00271,0.012831,0.000235,0.015541
"('Hair', 'Lighting')",178,159,0.002789,0.002491,0.000125,0.005279
"('Unbalanced', 'Body models')",69,144,0.001081,0.002256,1.6e-05,0.003337
"('Guilds / Factions', 'Races - New')",247,515,0.00387,0.008068,0.000298,0.011938
"('Compilation', 'Clothing - Female')",192,452,0.003008,0.007081,0.000172,0.010089
"('Robert Male Bodybase', 'Audio - Voices')",223,157,0.003494,0.00246,6.3e-05,0.005953
"('Replacer', 'Creatures - Rideable')",898,148,0.014068,0.002319,7.8e-05,0.016387
"('Robert Male Bodybase', 'Magic - Spells')",223,614,0.003494,0.009619,0.000172,0.013113
"('Italian', 'NPCs')",81,1098,0.001269,0.017201,0.000157,0.01847
"('Environment - Sky', 'Magic - Spells')",105,614,0.001645,0.009619,0.000219,0.011264
"('Nudity', 'Clothing - Female')",225,452,0.003525,0.007081,0.000376,0.010606
"('Locations - Player-Owned', 'Magic - Spells')",1130,614,0.017703,0.009619,0.001426,0.027322
"('Fair and balanced', 'German')",449,396,0.007034,0.006204,0.000266,0.013238
"('Environment - Weather', 'Video')",101,128,0.001582,0.002005,0.000188,0.003588
"('Performance Optimization', 'French')",162,170,0.002538,0.002663,0.00011,0.005201
"('Armor - Shields', 'OBMM (Oblivion Mod Manager)')",780,116,0.01222,0.001817,0.000204,0.014037
"('For female characters', 'Items - Furniture')",1825,322,0.028591,0.005044,0.001018,0.033635
"('Fair and balanced', 'Environment - Water')",449,84,0.007034,0.001316,0.00011,0.00835
"('TFF/UFF Bodybase', 'Shivering Isles')",156,708,0.002444,0.011092,0.000376,0.013536
"('Items - Apparatus', 'Locations - Caverns')",186,284,0.002914,0.004449,0.000454,0.007363
"('Audio - Sound FX', 'Clothing - Female')",190,452,0.002977,0.007081,0.000266,0.010058
"('New models', 'Japanese')",1961,167,0.030721,0.002616,0.000235,0.033338
"('Classes component', 'Items - Ingredients')",117,319,0.001833,0.004997,0.000188,0.00683
"('Races - New', 'Saved games')",515,481,0.008068,0.007535,0.000642,0.015603
"('Creatures - Rideable', 'Non-Playable Resource')",148,237,0.002319,0.003713,3.1e-05,0.006031
