Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Fair and balanced', 'Environment - Weather')",292,14,3,0.036985,0.001773,0.00038,0.038759
"('Guilds / Factions', 'Lighting')",20,38,1,0.002533,0.004813,0.000127,0.007346
"('Environment - Other', 'Clothing - Female')",62,86,2,0.007853,0.010893,0.000253,0.018746
"('Unbalanced', 'New models')",32,100,1,0.004053,0.012666,0.000127,0.016719
"('Russian', 'Magic - Spells')",28,80,5,0.003547,0.010133,0.000633,0.01368
"('Translation', 'Hearthfire')",110,12,2,0.013933,0.00152,0.000253,0.015453
"('Creatures', 'Plants / Foliage')",46,15,2,0.005826,0.0019,0.000253,0.007726
"('New textures', 'Nudity')",340,64,16,0.043065,0.008106,0.002027,0.051172
"('Other languages', 'Locations - Player-Owned')",30,51,1,0.0038,0.00646,0.000127,0.01026
"('For male characters', 'Related to vampires')",180,23,5,0.022799,0.002913,0.000633,0.025712
"('Related to Movies/TV/Other Games', 'Items - Clutter')",64,46,1,0.008106,0.005826,0.000127,0.013933
"('Performance Optimization', 'Tutorials for Modders')",33,12,2,0.00418,0.00152,0.000253,0.0057
"('Quests', 'Armor - Shields')",25,74,5,0.003167,0.009373,0.000633,0.01254
"('Chargen', 'Items - Ingredients')",26,21,1,0.003293,0.00266,0.000127,0.005953
"('Environment - Weather', 'Creatures')",14,46,2,0.001773,0.005826,0.000253,0.0076
"('Environment - Other', 'Face models')",62,37,1,0.007853,0.004687,0.000127,0.01254
"('New textures', 'French')",340,41,9,0.043065,0.005193,0.00114,0.048258
"('Environment - Other', 'Environment - Sky')",62,21,15,0.007853,0.00266,0.0019,0.010513
"('Polish', 'Items - Apparatus')",23,22,2,0.002913,0.002787,0.000253,0.0057
"('Sexy/Skimpy', ""Modder's Resource"")",103,68,5,0.013046,0.008613,0.000633,0.021659
"('Scripted Events', 'Lore-Friendly')",23,322,16,0.002913,0.040785,0.002027,0.043699
"('Magic - Enchantments', 'Plants / Foliage')",39,15,3,0.00494,0.0019,0.00038,0.00684
"('New models', 'NPCs')",100,115,10,0.012666,0.014566,0.001267,0.027232
"('Gameplay Effects/Changes', 'Items - Apparatus')",168,22,5,0.021279,0.002787,0.000633,0.024066
"('Environment - Sky', 'Books')",21,38,3,0.00266,0.004813,0.00038,0.007473
"('Scripted Events', 'German')",23,57,6,0.002913,0.00722,0.00076,0.010133
"('Locations - World Map', 'NPC Trainers')",34,8,2,0.004307,0.001013,0.000253,0.00532
"('Audio - Music', 'Video')",26,11,3,0.003293,0.001393,0.00038,0.004687
"('Unbalanced', 'Not Lore-Friendly')",32,76,2,0.004053,0.009626,0.000253,0.01368
"('Fair and balanced', 'New models')",292,100,35,0.036985,0.012666,0.004433,0.049652
"('For female characters', 'SKSE (Skyrim Script Extender)')",209,27,6,0.026472,0.00342,0.00076,0.029892
"('Translation', 'Clothing - Female')",110,86,6,0.013933,0.010893,0.00076,0.024826
"('Related to MLP', 'New textures')",1,340,1,0.000127,0.043065,0.000127,0.043192
"('Japanese', 'Items - Apparatus')",21,22,1,0.00266,0.002787,0.000127,0.005446
"('Armor - Shields', 'Items - Clutter')",74,46,3,0.009373,0.005826,0.00038,0.015199
"('Video', 'Russian')",11,28,1,0.001393,0.003547,0.000127,0.00494
"('Replacer', 'Items - Clutter')",255,46,9,0.032299,0.005826,0.00114,0.038125
"('Environment - Sky', 'Items - Ingredients')",21,21,2,0.00266,0.00266,0.000253,0.00532
"('Items - Leveled', 'Locations - Dungeons')",15,29,2,0.0019,0.003673,0.000253,0.005573
"('Not Lore-Friendly', 'Translation')",76,110,3,0.009626,0.013933,0.00038,0.023559
"('Other languages', 'Weapons')",30,176,3,0.0038,0.022293,0.00038,0.026092
"('Animation - New', 'Locations - Dungeons')",7,29,1,0.000887,0.003673,0.000127,0.00456
"('Fair and balanced', 'Utilities for Players')",292,63,10,0.036985,0.00798,0.001267,0.044965
"('Related to horses', 'English')",16,459,5,0.002027,0.058138,0.000633,0.060165
"('Audio - Music', 'SKSE (Skyrim Script Extender)')",26,27,1,0.003293,0.00342,0.000127,0.006713
"('Guilds / Factions', 'Items - Ingredients')",20,21,1,0.002533,0.00266,0.000127,0.005193
"('Locations - Buildings', 'Locations - Player-Owned')",55,51,20,0.006966,0.00646,0.002533,0.013426
"('Related to Movies/TV/Other Games', 'Creatures - Rideable')",64,5,2,0.008106,0.000633,0.000253,0.00874
"('Audio - Music', 'Magic - Potions')",26,14,2,0.003293,0.001773,0.000253,0.005066
"('Fair and balanced', 'Environment - Other')",292,62,14,0.036985,0.007853,0.001773,0.044839
"('Creatures', 'Dawnguard')",46,33,1,0.005826,0.00418,0.000127,0.010006
"('Creatures', 'Magic - Potions')",46,14,2,0.005826,0.001773,0.000253,0.0076
"('Video', 'NPCs')",11,115,2,0.001393,0.014566,0.000253,0.015959
"('Magic - Potions', 'Utilities for Players')",14,63,2,0.001773,0.00798,0.000253,0.009753
"('Not Safe For Work', 'Sexy/Skimpy')",39,103,26,0.00494,0.013046,0.003293,0.017986
"('Fair and balanced', 'Magic - Spells')",292,80,38,0.036985,0.010133,0.004813,0.047118
"('Video', 'Magic - Enchantments')",11,39,3,0.001393,0.00494,0.00038,0.006333
"('Related to horses', 'Audio - Music')",16,26,1,0.002027,0.003293,0.000127,0.00532
"('Video', 'Magic - Spells')",11,80,4,0.001393,0.010133,0.000507,0.011526
"('Classes component', 'Tutorials for Modders')",4,12,1,0.000507,0.00152,0.000127,0.002027
"('Locations - Dungeons', 'Locations - Player-Owned')",29,51,2,0.003673,0.00646,0.000253,0.010133
"('Faction: Companions', 'Humor, Joke or Just for Fun')",4,58,1,0.000507,0.007346,0.000127,0.007853
"('Related to horses', 'Unrealistic')",16,57,2,0.002027,0.00722,0.000253,0.009246
"('Leveled Lists', ""Modder's Resource"")",21,68,3,0.00266,0.008613,0.00038,0.011273
"('Audio - Sound FX', 'Not Safe For Work')",40,39,1,0.005066,0.00494,0.000127,0.010006
"('Chargen', 'Related to Movies/TV/Other Games')",26,64,1,0.003293,0.008106,0.000127,0.0114
"('Unrealistic', 'Tutorials for Modders')",57,12,1,0.00722,0.00152,0.000127,0.00874
"('Audio - Voices', 'Japanese')",22,21,1,0.002787,0.00266,0.000127,0.005446
"('Dawnguard', 'SKSE (Skyrim Script Extender)')",33,27,2,0.00418,0.00342,0.000253,0.0076
"('Environment - Weather', 'Leveled Lists')",14,21,2,0.001773,0.00266,0.000253,0.004433
"('Quests', 'Items - Leveled')",25,15,1,0.003167,0.0019,0.000127,0.005066
"('Audio - Music', ""Modder's Resource"")",26,68,2,0.003293,0.008613,0.000253,0.011906
"('Companion Friendly', 'Video')",137,11,2,0.017353,0.001393,0.000253,0.018746
"('Locations - Player-Owned', 'SKSE (Skyrim Script Extender)')",51,27,1,0.00646,0.00342,0.000127,0.00988
"('Birthsigns', 'Utilities for Players')",3,63,1,0.00038,0.00798,0.000127,0.00836
"('Audio - Voices', 'Locations - Dungeons')",22,29,2,0.002787,0.003673,0.000253,0.00646
"('Faction: Dark Brotherhood', 'Poses')",5,5,1,0.000633,0.000633,0.000127,0.001267
"('Locations - Player-Owned', 'Magic - Potions')",51,14,2,0.00646,0.001773,0.000253,0.008233
"('Translation', 'Items - Furniture')",110,19,2,0.013933,0.002407,0.000253,0.016339
"('Anime', 'Japanese')",27,21,1,0.00342,0.00266,0.000127,0.00608
"('New textures', 'Clothing - Male')",340,47,19,0.043065,0.005953,0.002407,0.049018
"('Environment - Water', 'Russian')",10,28,2,0.001267,0.003547,0.000253,0.004813
"('Classes component', 'Weapons')",4,176,2,0.000507,0.022293,0.000253,0.022799
"('Cheating', 'Locations - Dungeons')",50,29,1,0.006333,0.003673,0.000127,0.010006
"('German', 'SKSE (Skyrim Script Extender)')",57,27,4,0.00722,0.00342,0.000507,0.01064
"('Body models', 'NPCs')",31,115,13,0.003927,0.014566,0.001647,0.018493
"('Performance Optimization', 'Items - Furniture')",33,19,2,0.00418,0.002407,0.000253,0.006586
"('Races - New', 'Clothing - Male')",22,47,1,0.002787,0.005953,0.000127,0.00874
"('Companion Friendly', 'Scripted Events')",137,23,7,0.017353,0.002913,0.000887,0.020266
"('Related to vampires', 'Birthsigns')",23,3,1,0.002913,0.00038,0.000127,0.003293
"('Related to Movies/TV/Other Games', 'New Lands')",64,18,6,0.008106,0.00228,0.00076,0.010386
"('Saved games', ""Modder's Resource"")",98,68,2,0.012413,0.008613,0.000253,0.021026
"('Locations - Buildings', 'Tutorials for Players')",55,18,1,0.006966,0.00228,0.000127,0.009246
"('For male characters', 'Animation - New')",180,7,2,0.022799,0.000887,0.000253,0.023686
"('Related to vampires', 'Replacer')",23,255,6,0.002913,0.032299,0.00076,0.035212
"('New textures', 'Races - Modified')",340,31,9,0.043065,0.003927,0.00114,0.046992
"('Items - Furniture', 'Magic - Enchantments')",19,39,3,0.002407,0.00494,0.00038,0.007346
"('Magic - Enchantments', 'Weapons')",39,176,14,0.00494,0.022293,0.001773,0.027232
"('Items - Ingredients', 'Plants / Foliage')",21,15,3,0.00266,0.0019,0.00038,0.00456
"('Humor, Joke or Just for Fun', 'Armor - Shields')",58,74,6,0.007346,0.009373,0.00076,0.016719
"('Anime', 'Non-Playable Resource')",27,18,2,0.00342,0.00228,0.000253,0.0057
"('Body models', 'Armor - Shields')",31,74,2,0.003927,0.009373,0.000253,0.0133
"('Nudity', 'Saved games')",64,98,2,0.008106,0.012413,0.000253,0.020519
"('Environment - Sky', 'Russian')",21,28,2,0.00266,0.003547,0.000253,0.006206
"('Animation - New', 'French')",7,41,1,0.000887,0.005193,0.000127,0.00608
"('NPC Vendors', 'Dragonborn')",33,41,3,0.00418,0.005193,0.00038,0.009373
"('Animation - New', 'Tutorials for Players')",7,18,1,0.000887,0.00228,0.000127,0.003167
"('Leveled Lists', 'Items - Ingredients')",21,21,4,0.00266,0.00266,0.000507,0.00532
"('Companion Friendly', 'Czech')",137,8,3,0.017353,0.001013,0.00038,0.018366
"('Clothing - Male', 'Utilities for Players')",47,63,1,0.005953,0.00798,0.000127,0.013933
"('For female characters', 'Locations - World Map')",209,34,4,0.026472,0.004307,0.000507,0.030779
"('Chargen', 'Items - Clutter')",26,46,3,0.003293,0.005826,0.00038,0.00912
"('Audio - Music', 'Items - Ingredients')",26,21,2,0.003293,0.00266,0.000253,0.005953
"('Environment - Sky', 'Plants / Foliage')",21,15,1,0.00266,0.0019,0.000127,0.00456
"('New Lands', 'Tutorials for Modders')",18,12,2,0.00228,0.00152,0.000253,0.0038
"('Clothing', 'Items - Ingredients')",85,21,6,0.010766,0.00266,0.00076,0.013426
"('Creatures - Rideable', 'User Interface')",5,39,1,0.000633,0.00494,0.000127,0.005573
"('Companion Friendly', 'Birthsigns')",137,3,1,0.017353,0.00038,0.000127,0.017733
"('Companions', 'Environment - Sky')",85,21,1,0.010766,0.00266,0.000127,0.013426
"('Japanese', 'Other languages')",21,30,12,0.00266,0.0038,0.00152,0.00646
"('Locations - Buildings', 'Utilities for Modders')",55,26,1,0.006966,0.003293,0.000127,0.01026
"('Cheating', 'Fair and balanced')",50,292,7,0.006333,0.036985,0.000887,0.043319
"('Locations - World Map', 'Tutorials for Players')",34,18,1,0.004307,0.00228,0.000127,0.006586
"('Races - Modified', 'Humor, Joke or Just for Fun')",31,58,2,0.003927,0.007346,0.000253,0.011273
"('Solstheim', 'Clothing')",10,85,1,0.001267,0.010766,0.000127,0.012033
"('Companion Friendly', 'French')",137,41,11,0.017353,0.005193,0.001393,0.022546
"('Replacer', 'Clothing - Female')",255,86,18,0.032299,0.010893,0.00228,0.043192
"('Humor, Joke or Just for Fun', 'Not Safe For Work')",58,39,3,0.007346,0.00494,0.00038,0.012286
"('Replacer', 'Environment - Water')",255,10,4,0.032299,0.001267,0.000507,0.033566
"('Leveled Lists', 'Weapons')",21,176,8,0.00266,0.022293,0.001013,0.024953
"('New textures', 'Weapons')",340,176,67,0.043065,0.022293,0.008486,0.065358
"('Humor, Joke or Just for Fun', 'Creatures')",58,46,4,0.007346,0.005826,0.000507,0.013173
"('Classes component', 'Locations - Buildings')",4,55,1,0.000507,0.006966,0.000127,0.007473
"('Audio - Sound FX', 'Races - Modified')",40,31,1,0.005066,0.003927,0.000127,0.008993
"('Audio - Music', 'Utilities for Modders')",26,26,2,0.003293,0.003293,0.000253,0.006586
"('Clothing - Male', ""Modder's Resource"")",47,68,2,0.005953,0.008613,0.000253,0.014566
"('Body models', 'Leveled Lists')",31,21,1,0.003927,0.00266,0.000127,0.006586
"('For male characters', 'Solstheim')",180,10,2,0.022799,0.001267,0.000253,0.024066
"('Creatures - Rideable', 'Locations - Caverns')",5,13,1,0.000633,0.001647,0.000127,0.00228
"('For male characters', 'Animation - Modified')",180,17,4,0.022799,0.002153,0.000507,0.024953
"('Companion Friendly', 'Plants / Foliage')",137,15,2,0.017353,0.0019,0.000253,0.019253
"('Fair and balanced', 'Unbalanced')",292,32,5,0.036985,0.004053,0.000633,0.041039
"('Body models', 'Magic - Potions')",31,14,1,0.003927,0.001773,0.000127,0.0057
"('New textures', 'Humor, Joke or Just for Fun')",340,58,18,0.043065,0.007346,0.00228,0.050412
"('Compilation', 'Faction: Thieves Guild')",16,3,1,0.002027,0.00038,0.000127,0.002407
"('Races - New', 'Humor, Joke or Just for Fun')",22,58,1,0.002787,0.007346,0.000127,0.010133
"('Solstheim', 'Translation')",10,110,1,0.001267,0.013933,0.000127,0.015199
"('Plants / Foliage', 'Utilities for Players')",15,63,1,0.0019,0.00798,0.000127,0.00988
"('Classes component', 'NPCs')",4,115,1,0.000507,0.014566,0.000127,0.015073
"('Quests', 'Video')",25,11,3,0.003167,0.001393,0.00038,0.00456
"('Clothing', 'Locations - Caverns')",85,13,1,0.010766,0.001647,0.000127,0.012413
"('Body models', 'NPC Trainers')",31,8,1,0.003927,0.001013,0.000127,0.00494
"('Poses', 'Face models')",5,37,1,0.000633,0.004687,0.000127,0.00532
"('Companions', 'Locations - Caverns')",85,13,1,0.010766,0.001647,0.000127,0.012413
"('New models', 'Nudity')",100,64,5,0.012666,0.008106,0.000633,0.020773
"('For male characters', 'Face models')",180,37,9,0.022799,0.004687,0.00114,0.027486
"('Companion Friendly', 'Locations - Buildings')",137,55,12,0.017353,0.006966,0.00152,0.024319
"('Tutorials for Modders', 'Utilities for Modders')",12,26,4,0.00152,0.003293,0.000507,0.004813
"('Compilation', 'Classes component')",16,4,1,0.002027,0.000507,0.000127,0.002533
"('Polish', 'Tutorials for Modders')",23,12,2,0.002913,0.00152,0.000253,0.004433
"('Performance Optimization', 'Animation - Modified')",33,17,2,0.00418,0.002153,0.000253,0.006333
"('Animation - Modified', 'Utilities for Modders')",17,26,1,0.002153,0.003293,0.000127,0.005446
"('Related to Movies/TV/Other Games', 'Body models')",64,31,3,0.008106,0.003927,0.00038,0.012033
"('Related to vampires', 'New textures')",23,340,8,0.002913,0.043065,0.001013,0.045978
"('Lore-Friendly', 'Creatures')",322,46,27,0.040785,0.005826,0.00342,0.046612
"('Gameplay Effects/Changes', 'Clothing - Female')",168,86,8,0.021279,0.010893,0.001013,0.032172
"('Gameplay Effects/Changes', 'Creatures')",168,46,9,0.021279,0.005826,0.00114,0.027106
"('Faction: Thieves Guild', 'Weapons')",3,176,1,0.00038,0.022293,0.000127,0.022673
"('Items - Ingredients', 'Hearthfire')",21,12,1,0.00266,0.00152,0.000127,0.00418
"('Lighting', 'Tutorials for Modders')",38,12,1,0.004813,0.00152,0.000127,0.006333
"('Items - Apparatus', 'User Interface')",22,39,1,0.002787,0.00494,0.000127,0.007726
"('Cheating', 'Items - Apparatus')",50,22,1,0.006333,0.002787,0.000127,0.00912
"('New models', 'Creatures')",100,46,5,0.012666,0.005826,0.000633,0.018493
"('Birthsigns', 'Clothing - Female')",3,86,1,0.00038,0.010893,0.000127,0.011273
"('Hair', 'Items - Leveled')",13,15,1,0.001647,0.0019,0.000127,0.003547
"('Leveled Lists', 'German')",21,57,5,0.00266,0.00722,0.000633,0.00988
"('For female characters', 'New textures')",209,340,69,0.026472,0.043065,0.00874,0.069538
"('Books', 'Tutorials for Players')",38,18,1,0.004813,0.00228,0.000127,0.007093
"('Fair and balanced', 'Not Lore-Friendly')",292,76,14,0.036985,0.009626,0.001773,0.046612
"('Animation - Modified', 'Locations - Player-Owned')",17,51,2,0.002153,0.00646,0.000253,0.008613
"('Environment - Sky', 'French')",21,41,2,0.00266,0.005193,0.000253,0.007853
"('Gameplay Effects/Changes', 'Poses')",168,5,1,0.021279,0.000633,0.000127,0.021913
"('Audio - Music', 'Plants / Foliage')",26,15,1,0.003293,0.0019,0.000127,0.005193
"('Environment - Sky', 'Clothing - Male')",21,47,1,0.00266,0.005953,0.000127,0.008613
"('Cheating', 'Items - Clutter')",50,46,2,0.006333,0.005826,0.000253,0.01216
"('Companions', 'For female characters')",85,209,8,0.010766,0.026472,0.001013,0.037239
"('Leveled Lists', 'Italian')",21,29,2,0.00266,0.003673,0.000253,0.006333
"('Audio - Sound FX', 'Magic - Potions')",40,14,2,0.005066,0.001773,0.000253,0.00684
"('Lore-Friendly', 'Armor - Shields')",322,74,29,0.040785,0.009373,0.003673,0.050158
"('Solstheim', 'Books')",10,38,1,0.001267,0.004813,0.000127,0.00608
"('Companions', 'Items - Ingredients')",85,21,2,0.010766,0.00266,0.000253,0.013426
"('Related to vampires', 'Fair and balanced')",23,292,11,0.002913,0.036985,0.001393,0.039899
"('Items - Clutter', 'Magic - Potions')",46,14,5,0.005826,0.001773,0.000633,0.0076
"('New models', 'Utilities for Players')",100,63,2,0.012666,0.00798,0.000253,0.020646
"('Gameplay Effects/Changes', 'Other languages')",168,30,9,0.021279,0.0038,0.00114,0.025079
"('Clothing', 'Items - Apparatus')",85,22,4,0.010766,0.002787,0.000507,0.013553
"('Gameplay Effects/Changes', 'Cheating')",168,50,13,0.021279,0.006333,0.001647,0.027612
"('Fair and balanced', 'Animation - Modified')",292,17,4,0.036985,0.002153,0.000507,0.039139
"('Russian', 'Utilities for Players')",28,63,5,0.003547,0.00798,0.000633,0.011526
"('Faction: Thieves Guild', 'Guilds / Factions')",3,20,2,0.00038,0.002533,0.000253,0.002913
"('New Lands', 'Items - Clutter')",18,46,2,0.00228,0.005826,0.000253,0.008106
"('New Lands', 'Tutorials for Players')",18,18,2,0.00228,0.00228,0.000253,0.00456
"('Animation - Modified', 'Guilds / Factions')",17,20,1,0.002153,0.002533,0.000127,0.004687
"('Related to Movies/TV/Other Games', 'Audio - Voices')",64,22,3,0.008106,0.002787,0.00038,0.010893
"('Solstheim', 'Items - Clutter')",10,46,1,0.001267,0.005826,0.000127,0.007093
"('New textures', 'Sexy/Skimpy')",340,103,20,0.043065,0.013046,0.002533,0.056111
"('Humor, Joke or Just for Fun', 'Clothing - Female')",58,86,3,0.007346,0.010893,0.00038,0.018239
"('Leveled Lists', 'Spanish')",21,45,1,0.00266,0.0057,0.000127,0.00836
"('Related to horses', 'Translation')",16,110,1,0.002027,0.013933,0.000127,0.015959
"('For male characters', 'NPCs')",180,115,11,0.022799,0.014566,0.001393,0.037365
"('Environment - Other', 'Italian')",62,29,4,0.007853,0.003673,0.000507,0.011526
"('Locations - Player-Owned', 'Plants / Foliage')",51,15,3,0.00646,0.0019,0.00038,0.00836
"('Weapons', 'Dragonborn')",176,41,5,0.022293,0.005193,0.000633,0.027486
"('Companion Friendly', 'Armor - Shields')",137,74,9,0.017353,0.009373,0.00114,0.026726
"('Scripted Events', ""Modder's Resource"")",23,68,2,0.002913,0.008613,0.000253,0.011526
"('Chargen', 'Anime')",26,27,1,0.003293,0.00342,0.000127,0.006713
"('German', 'Polish')",57,23,17,0.00722,0.002913,0.002153,0.010133
"('Books', 'User Interface')",38,39,1,0.004813,0.00494,0.000127,0.009753
"('Audio - Sound FX', 'Spanish')",40,45,2,0.005066,0.0057,0.000253,0.010766
"('Sexy/Skimpy', 'Locations - Buildings')",103,55,1,0.013046,0.006966,0.000127,0.020013
"('For female characters', 'Body models')",209,31,9,0.026472,0.003927,0.00114,0.030399
"('Performance Optimization', 'Related to Movies/TV/Other Games')",33,64,1,0.00418,0.008106,0.000127,0.012286
"('Performance Optimization', 'User Interface')",33,39,4,0.00418,0.00494,0.000507,0.00912
"('Companions', 'Body models')",85,31,4,0.010766,0.003927,0.000507,0.014693
"('Nudity', 'Items - Leveled')",64,15,1,0.008106,0.0019,0.000127,0.010006
